,Puan,Yorum
3964,1.0,güzel ve eğitici oğlumun dikkatlini çok güzel cekti 3 kitabınıda aldık en hesaplısıda hepsiburadada satılıyor
3965,1.0,On yüz bin milyon kere okuyoruz sanırım bu kitapları . Çok sevdi kızım . Kendisi 3 yaşında
3966,1.0,Güzel
3967,1.0,Harika kargolanmasi kitabın kalitesi hepsi mükemmel &#129303
3968,1.0,Çok güzel ve etkileyici bir kitap. Özellikle çok akıcı ve bir çırpıda okunuyor. Betimlemeler ve anlatıma bayıldım. Tavsiye ediyorum.
3969,0.0,Ürünler ne yazık ki hala elimize geçmedi..
3970,1.0,Gayet güzel ..2000 parçalık puzzel ı yapıştırdık. Sanırım bi tane daha da yapıştırabiliriz..rahatlıkla yetiyor. 
3971,1.0,Daha önce okumamıştım torunlarım için aldım ve 2 günde bitirdim tek kelimeyle çok iyi 
3972,1.0,Ürün çok başarılı.3
3973,1.0,Aynı gün kargo denilen ürün
3974,1.0,Fiyatına göre gayet başarılı bir ürün. eksiksiz teslim edildi. taş boyutları ideal . taşıma çantasının içeriden sert karton ile destekli olması iyi düşünülmüş 
3975,1.0,çapının 8 mm olduğu zaten yazılmış. daha büyüğüne ihtiyacı olan arkadaşlar göz önünde bulundursun
3976,1.0,ürün estetik olmamasına rağmen ihtiyacınızı fazlasıyla karşılar beklentiniz yüksek olmasın
3977,1.0,Ürün çok güzel. Özellikle ses tonları o dandik ucuz gitarlara hiç benzemiyor. Ayrıca paketleme ve kargo güzel. Başlangıç seviyesi için fazla bile... Çalınması kolay
3978,1.0,Ürün çok kaliteli ve kullanışlı. Beklentileri fazlasıyla karşılıyor
3979,1.0,Okudukca hayatımdan bir parça yakaladım...
3980,1.0,Arkadaşlar ürünü Hobi Fotodan aldım.Öncelikle 2 güniçerisinde sorunsuz bir şekildeelime ulaştı.Fiyatınaorantılıolarak güzelbir ürün tavsiye ediyorum.
3981,1.0,Ürünü 1.sınafa giden oğlum içim aldık ailecek severek oynuyoruz tavsiye ediyorum 
3982,1.0,Sipariş verdiğim günün ertesi günü kitap elimdeydı hızlı teslimat için teşekkürler.Tüm kitaplıklarda olması gereken bir kitap herkese tavsiye ederim ne çok doğru bildiğimiz yanlışlar varmış bu kitabı okuyunca anlıyorsunuz.
3983,1.0,neredeyse bedava !çocuk kitapları çok pahalı genelde klasikleri bu paraya iş Bankası yayınları kalitesi ile bulmak zor teşekkürler
3984,1.0,hızlı geldi
3985,1.0,çocuklar sevdi
3986,1.0,Hızlı ve düzgün çalışma için teşekkür ederim.
3987,1.0,Kızımız çok beğendi11 Yaşında.. Artık yazarın takipçisiyiz!
3988,1.0,3 yaşındaki oğlum her gün uçak uçuralım diyo.. çok sağlam ve güzel fotolar çekiyo biz memnun kaldik
3989,1.0,Çok güzel paketlenmiş
3990,1.0,Sorunsuz hızlıca teslim edildi . Aktivasyon kodu sadece Türkçe kitabında var . Kazı kazan gibi bir kart yapıştırılmış orada mevcut . İçerik iyi gözüküyor inş fayda sağlar
3991,1.0,Harika.İçine hediye bir oyun daha eklemişler.
3992,1.0,Pazar gecesi sipariş verdim ve bugün kitap elime ulaştı hem de Ankara'dan İstanbul'a.Kitap gayet güzel paketlenmişti faturası da içindeydi.Kitap
3993,1.0,Kitapları kızıma aldım.Gerçekten çok severek okuyor.
3994,1.0,hızlı kargo ve küçük hediyesiyle memnun edici hizmet. teşekkürler.
3995,1.0,Kaliteli
3996,1.0,Gerçekten İskender PALA nın kaleminden çıktığı belli oluyor bilgi küpü bence sakin kafa ile okunup düşünülmesi ve bilği edinilmesi gereken pir eser Teşekkür ederim İskender PALA..
3997,1.0,hızlı gönderi yapıldı..ertesi gün elimizdeydi..tesekkürler
3998,1.0,Kitabın baskısı fotografların canlılığı çok güzel .normalden büyük boyda bir kitap kızımın baya dikkatini çekti alacaklara tavaiye ederim??
3999,0.0,Kızıma aldım.ikinci günde patladı.
4000,1.0,Kitap içeriği güzel. 18 aylık kızımın ilgisini çekti. Kağıt kalitesi de iyi ama yine de kalın olsa yırtma şansı hiç olmazdı. 
4001,1.0,Kitap İlgi çekici bir konuya değinmiş.. Okurken hiç sıkılmadım ve bunalmadım.. Kitapdaki bazı uygulamalı anlatımlar çok yerinde olmuş. Anlatım süper.. Kesinlikle tavsiye ederim..
4002,0.0,Aldık
4003,1.0,çok güzel bir set iyiki almışız.
4004,1.0,Bu kitaptan sonra çıkan aynı temalı tüm kitaplar buna özentidir diyebilirim. Koltuğunuza mıhlanıyorsunuz ve kitabı hem bitirmek için sabırsızlanıyor hem bitmemesi için sayfa çevirmeye korkuyorsunuz.
4005,1.0,Kılıf çok büyük
4006,1.0,çok güzel bir kitap her yaşa hitap ediyor.. okudum şimdi de Yiğenlerime okutacağım..
4007,1.0,sürat kargoya paketlemeden dolayı çok teşekkür ederim.
4008,1.0,Cok iyi paketlenmis bir sekilde
4009,1.0,Yorumlari okuyarak 2 yasindaki kizima aldim.Gorseller gercekten ilgi cekici ve hikayeyle uyumlu konu cok guzel.. biz cok begendikkeyifle okuyoruz herkese tavsiye ederim..
4010,1.0,Ürün bu sabah elime geçti.Akort ayarları yapılmadan geldiği için iyi ses alamıyorsunuz ancak akort ayarlarını yapınca güzel ses veriyor.Tavsiye ederim.
4011,1.0,Herkesin okuması gerek.
4012,1.0,Kaliteli ürün. Hızlı ve sağlam gönderim.
4013,1.0,Ürün gayet güzel kitapçığından da oyun çabucak öğrenilebiliyor. Oynamak çok keyifli. 
4014,1.0,Gerçektende son yıllarda Türkiyede çıkmış en güzel rock albümü. Benim gözümde öz albümünün yeri farklıdır
4015,1.0,hizli gonderim ve guzel paketleme tesekkurler
4016,1.0,gerçekten mükemmel bir solukta okunan bir kitap
4017,1.0,Kutsal bir metin okuma heyecanıyla
4018,1.0,Siparişim 2 günde geldi çok memnunum aynı zamanda kitabı da tavsiye ederim . Matematikte zorluk yaşayan herkes için iyi bir kitap olduğunu düşünüyorum.Kargo fiyatı da uygun 1 lira
4019,1.0,Gayet güzel zaten karekökçok iyi bir yayınevi. Tavsiye ederim.
4020,1.0,Eser mükemmel
4021,0.0,Hepsiburada maalesef Aras kargo ile gönderim yapıyor. Aras kargo yüzünden yine sorun yaşadık. genelde ürünler ya başkasına gidiyor ya geri gönderiliyor.rezalet bir firma sırf kargo yüzünden Hepsiburada ile alışveriş yapmayacağım
4022,1.0,Ben aeg8e serisini kullanıyordum. Bir arkadaşım için bunu satın aldık. Sesi gerçek akustik tadını veriyor
4023,1.0,Oglumun en cok sevdigi kitaplardan biri.
4024,1.0,Her zamanki gibi çok güzel bir kitap 
4025,1.0,Kızım 3 yaşında kızımda bende çok severek yaptık etkinlikleri güzel ve kaliteli vakit geçirmek için tercih edilebilecek güzel bir set
4026,1.0,çok iyi ve kaliteli efsane
4027,1.0,kaliteli sağlam her türlü iş görür alınır.
4028,1.0,kitap elime geçtiği gün okumaya başladım ve 1 haftada bitirdim. gerçekten çok akıcı bir dili var. zülfü livaneli seven biriyseniz bu kitabı da beğeneceksiniz. konusu itibariyle de bugünlerde okunduğunda daha anlamlı oluyor.
4029,1.0,Ürün gayet kullanışlı.Alacak arkadaşlara tavsiye edilir.alçalıp yükselme durumu mevcut
4030,1.0,Kitap heyecan dolu aksiyon aksiyon aksiyon çok da gerildim. Dezavantajı gece geç saatlere kadar okuduktan sonra sabah işte uyukluyorsunuz. Tavziye ederim.
4031,1.0,Ürün güzel fakat bazı arkadaşlar zor dönüp bazende takıldığını söylüyorlar şunu belirteyimki ürünle birlikte silikon spray alınıp ürünün içine uygulanması gerekmektir ancak bu şekilde üründen iyi performans alabilirsiniz lubrix 
4032,1.0,Mukemmel bir kitap. Fantastik romanlarin yillarca bir numarasinda kalabilecek bir macera. Neden boyle seyler bizim basimiza gelmiyor diye dusunecek ve serinin kalan kitaplarini hevesle okuyacaksiniz.Kitabin filmi de guzel ama kitabin guzelligine yaklasamiyor bence. Ikisini farkli degerlendirmek lazim.
4033,1.0,ÜRÜN ÇOK KISA BİR SÜREDE ELİME ULAŞTI ÖNCELİKLE BU KONUDA TEŞEKKÜR EDERİM.ÜRÜN GÖRSELLLERDE GÖRÜNDÜĞÜ GİBİ GÜZEİ.GÖRÜNTÜ GÜZEL KONTROL İYİ TAVSİYE EDERİM.
4034,1.0,Gerçekten kitapların böyle büyük ve kaliteli kağıtta gelmesini beklemiyordum
4035,1.0,Sağlıklı yaşam için herkesin başucu kitabı olmalı ve elinden düşürmemeli.
4036,1.0,Guzel tavsiye ederim 
4037,1.0,siparisi verdim kargo o kadar cabuk geldi ki kitapciya gidip alsam bu kadar cabuk alamazdim. bu ne hiz. tebrikler
4038,1.0,33 aylık kızım için aldım. 2 kitap bitti ve 3.sune geçtik bile. Büyük keyif alarak yapıyor.ilk başladığında biraz zorlandı ama kısa süre içinde algılaması ve dikkati artarak başarısı arttı.Dil gelişimine de katkısı oldu diyebilirim. Bir cok yeni kelime ve kavram öğrendi.8-9 yaş dgs de oğlum için almıştım.Oğlum da bu kitaplardan büyük keyif alarak her gece çözüyor.İşlemlerde dikkatinin arttığını gözlemliyorum. Kitapta ufak tefek hatalar çıkabiliyor
4039,1.0,Aşırı hızlı kargoo????????okumak için sabırsızlanıyorum..
4040,0.0,çok kötü bir ürün
4041,1.0,yorumları okuyarak aldım. Kızım bu tür aktiviteleri çok seviyor. Oldukça beğendi 
4042,1.0,çok güzel kızım çok beğendi..
4043,1.0,Ertesi gün geldi. Kitap orjinal &#128522
4044,1.0,İtfaiyecilik ile ilgili herşey anlatılmış. Oğlum ile severek okuyoruz.
4045,1.0,Ürünlerin ertesi gün elime geçmesi güzeldi
4046,1.0,Roman alisilmisin disinda bir tarzda yazilmis.konusu ve dili akici.sonuna gelinceye kadar merakla okudugum bir kitapti begendim.
4047,1.0,Hızlı ve düzenli çalışma için hepsi buradaya teşekkürler.
4048,1.0,Her aradığımı bulamasam da
4049,1.0,Kitabı asla bitirmek istemeyeceksiniz
4050,1.0,Eğitimcilerin muhakkak okuması lazım
4051,1.0,Piyasa fiyatının çok altında satın aldım. Oyun orijinal ve kaliteli. oğlum çok sevdi
4052,1.0,kitabın başında benim gibi mideniz bulanabilir : Ama okudukça vay canına ! demekten kendinizi alamayacağınız müthiş bir kitap!
4053,1.0,Eğlenceli bir seri. Tavsiye ediyorum. Özellikle bol resimli olması çocuklar için ilgi çekici. Oğlumla severek okuyoruz.
4054,1.0,Okumak lazım. Gerçekten çılgınmış. Ne kadar az olanakla neler yapmışlar bize bir vatan bırakmak için.İnsan duygulanmadan okuyamaz...
4055,1.0,kitabı bitirmeden uyumamak için bedenenim ile mücadele edercesine sonunu merak ettigim Maria puder veRaif efendinin hayatı.Okunması gerekli bir roman.
4056,1.0,1 günde teslimat yapıldı
4057,1.0,Bu kitabı okumaya başladıktan sonra bırakamayacaksınız. Özellikle ilerleyen bölümlerde olaylar sizi kendine çekecek ve son sayfayıda okuyunca bu kitabın hayranı olacaksınız.
4058,1.0,Faydalı bir kaynak tavsiye ederim ..
4059,1.0,Oyun sıkıntısız bir şekilde elime ulaştı. Öğrencilerim ile severek oynuyoruz. teşekkürler :
4060,0.0,Beğenmedim 27 aylık kızıma okudum ilgisini çekmedi
4061,1.0,3yaşındaki kızıma aldım. Çok eğlenerek dinliyor. Çok beğendik
4062,0.0,Kitabın başları akıcı
4063,1.0,Atatürk'e değişik bir bakış..
4064,1.0,kitabı elimden bıraktığım zamanlarda bile etkisinden çıkamıyordum.kesinlikle okunması gereken bir kitap
4065,1.0,çok faydalı bir kitap
4066,1.0,kazık sorular söyliyim zorlanmak isteyen alsın
4067,1.0,Sınıfımda kullanmaya başladım. Öğrencilerin dilsel ve bilişsel becerileri gelişiyor. Dokuz küp rastgele atılıyor ve üste gelen şekiller ile bir hikaye yazılıyor.
4068,1.0,Cuma akşamı sipariş verdim Hepsiexpress sayesinde cumartesi saat 1 de ürün elime ulaştı. Hızlı kargo uygun fiyat ve her zaman kaliteli hizmetiniz için teşekkürler hepsiburada.com. Oyun çok zevkli ailecek veya arkadaşlarla oynamak için çok ideal herkese tavsiye ederim
4069,1.0,set cok guzel tavsiye ederim
4070,1.0,mutlaka okunmalı
4071,1.0,Kitabı okudum.Atanın bir Salih Bozok
4072,1.0,ürün fiyatına göre gerçekten harika
4073,1.0,Çok beğendiğim bir kitap didaktik bir yapısı da var. Okurken merak ediyorsunuz ne olacak acaba diye.Beğenmediğim birkaç şey de var.Bazı konuların nasıl geliştiği anlatılmamış karakter gelişim süreçleri sonunu biraz daha uzatılıp netleştirilebilirdi yazar ama yine de çok beğendim.
4074,1.0,Yazarın ilk okuduğum kitabı ben çok beğendim akıcı ve öğretici bir kitap tavsiye ederim
4075,1.0,Ürün dün itibariyle elime ulaştı. Batarya kullanım üresi oldukça iyi yaklaşık 15 dk. Kullanımı kolay çabuk alışıyorsunuz. Bu fiyat için kesinlikle tavsiye ederim.
4076,1.0,Kitap ayrı güzel yazarı ayrı güzel kargosu da güzel
4077,1.0,Dün sabah sipariş verdim
4078,1.0,Ürünler güzel
4079,1.0,Kargo ertesi gün elime sağ salim ulaştı
4080,1.0,Ürün orjinal ve kaliteli ayrıca paketleme özenli ve Cumartesi aldığım ürün Cumartesi kargoya verildi. Fiyat olarak da iyi. Teşekkürler.
4081,1.0,ilk olarak uçurtma avcısını okumuştum çok etkilendim sonra bin muhteşem güneşi okudum çok güzel bir kitapinsanı sıkmadan yormadan akıp gidiyor insanı etkiliyor kesinlikle okunması ve okutulması gereken bir kitap bir kez daha bu vatanı bizlere bu vatanı emanet eden ŞEHİTLERİMİZE ve ulu önder MUSTAFA KEMAL ATATÜRK' e minnet duygunuz artıyor çünkü yazar sadece bir iki kişinin hayatını değil bir ulusun değişimini aktarıyor bizlere
4082,1.0,Herkezin okuması gereken güzel bir kitap
4083,1.0,Sabahattin Alinin anlatımı müthiş
4084,1.0,İlk defa drone aldım ilk denemeye göre gayet memnunum özellikle taşıması kolay kaliteli Fiyatına göre görüntü kalitesi de iyiÖzellikle ilk defa kullananlara tavsiye ediyorum
4085,1.0,Ürünü dün sipariş ettim bugun elime ulaştı.Çok teşekkürler
4086,1.0,Olumsuz yorum yapanları anlamıyorum
4087,1.0,yılmaz özdilin ellerine sağlık mükemmel bir kitap olmuş. hepsiburadaya da teşekkürler kitabı en uygun fiyata bizlerle buluşturuyor. 
4088,1.0,Diğer seti daha önce almıştık
4089,0.0,Nasıl bu kadar olumlu yorum alabildiğine inanamıyorum bu kitabın. Kitabı daha yeni bitirmeme rağmen aklımda hiçbirşey kalmadı. Okumamış gibiyim. Tamamen gereksiz
4090,1.0,Ses kalitesi başlangıç piyanosu için üst düzey
4091,1.0,Ürün çok kısa zamanda elime geçti. Ürün çok güzel ve kullanılışlı. Hepsiburaya teşekkürler.
4092,1.0,kızıma daha önce diğer seti almıştım defalarca okumuştuk ve çok eğleniyordu. şimdi de ikinci seti aldik. daha elimize geçeli bir kaç saat oldudefalarca okuduk bile. çok eğlenceli bir seri
4093,1.0,Hızlı gönderi. Ürünü kapalı alanda denedim. çok başarılı. Fiyat performans uygun. Başarılı ürün.
4094,0.0,kitabın ilk başları fena değildi
4095,0.0,Öncelikle resimde gözüken ürünle alakası yok. Zemin plastikten gözükmesine rağmen bana ulaşan 2 üründe de bezden. Taşlar kalitesiz. Ancak fiyat ile kıyaslandığında bu şekilde olması normal.
4096,1.0,Sağlam gitar sağlam paket memnun kaldım akorları ilk 4 gün atabilir o da zaten milim oynatma ile düzeliyor cızırtı felan yoktur siz gitarın perdelerine düzgün basamıyorsunuzdur. bir eksiği olan ise içinde penası ile gitar çantası yok o da olsa tam olurdu ama yinede yeni başlayanlar için tavsiyemdir güzel ürün &lt
4097,1.0,Paketlemesi Çok Başarılı
4098,1.0,Faydalı olacağına inanıyorum
4099,1.0,kitap çok güzel. zaten MEB 100 temel eser arasına girmiş bir kitap nasıl kötü olabilirki. tavsiye ederim herkese
4100,1.0,sorunsuz elime ulaştı güzel kitap
4101,1.0,Ara vermeden bitirmek isteyeceğiniz
4102,1.0,Ürün orijinal. İyi paketlenmiş halde çok hızlı şekilde elime ulaştı. Çok teşekkür ederim.
4103,1.0,İlk defa İclal Aydın'ın kitabını okudum gerçekten mükemme. Daha 30 lu sayfalarda beni ağlatmaya başlayan ilk kitap. Hiç bitmesini istemeyeceğiniz sürükleyici bir kitap. Kitabı alan 1 pakette mendil almayi unutmasın ama :
4104,1.0,Kargoda sıkıntılar yaşamama rağmen  tamamen şube kaynaklı kitapları çok beğendim. Birinci sınıfa giden yeğenim bile okudu. İkinci sınıfa giden yeğenim 10 kitabı 4 günde bitirdi. Çok beğendik ailecek. İçerik müthiş. O yaşlara anlatılabilecek en güzel görgü kulalları
4105,0.0,Fazla birşey beklemeyin Wikipedia da yazan bilgilerin uzatılmış ve küçük cocuklara hitap edilmiş maksimum 12 yaşındakiler için
4106,1.0,Zulfu livanelinin ilk defa bir romanini okuma firsati buldum ve boyle bir eseri nasil okumadigima uzuldum . Olayi anlatisi 
4107,1.0,İYİ Kİ BU EĞİTİM SETİNİ ALMIŞIM. GÜNDE EN AZ İKİŞER KERE OĞLUMLA OKUYORUZ. TÜM DAVRANIŞLARI DEĞİŞTİ. MÜTHİŞ BİR SET. OKUDUKÇA İKİMİZ DE ÇOK MUTLU OLUYORUZ. ÇOK ÖĞRETİCİ VE BİLGİLENDİRİCİ BİR SET. BU SETİ MUHAKKAK ALIN KAÇIRMAYIN.BU ARADA OĞLUM 4
4108,1.0,çok eğlenceli bir oyun kızom bayildi.kaliteli ve uygun fiyat.kargoda hızlıydı hersey için tesekkurler
4109,1.0,Fazla söze gerek yok.Okuyun derim.
4110,1.0,fiyatına göre çok güzel bir ürün...hızlı kargo için teşekkürler
4111,1.0,Okunabilecek satırlara sahip bir kitap..
4112,1.0,Ürün çok hızlı bir şekilde elime ulaştı. Lakin bir balonlu poşete sarılmasını isterdim. Kargoda biraz hasar görmüş. Daha iyi bir paketleme yapılabilirdi.
4113,1.0,Hızlı kargo güvenilir satıcı
4114,1.0,Siparişi dün verdim ürün bugün elime geçti. Ürün anlatıldığı gibi
4115,1.0,Evde kendi kendime kayıt yapmak hem de mikrofonda sesim nasıl çıkıyor denemek amacıyla almıştım
4116,1.0,kitap gayet açıklayıcı ve güzel.matematik kıtı olan biri için iyi bir seçim
4117,1.0,hızlı teslimat fakat kitaplar ne kutuya konmuş ne korunmuş ezilmiş başları biraz yirtilmisti daha özenerek yollarsaniz süper olur teşekkürler
4118,1.0,Mağazanın hızı süper. Ertesi gün ürün rlimdeydi. Paketleme ve üründe gayet güzel
4119,1.0,Kargo çok geç geldi. Kitabı oğlum için aldım çok beğendi. Bende okuyacağım.
4120,1.0,KAMPANYALI FİYATTAYKEN OKUYUCULARA GÜZEL BİR ARMAĞAN. ARKADAŞIM İÇİN SİPARİŞ VERDİM. GİDİP GEZMEDEN KİTAP EVLERİNİ OTURDUNUZ YERDEN SİPARİŞ VERMENİZ NE KADAR GÜZEL. TEŞEKKÜRLER HB.
4121,1.0,Bu üründen daha önce de aldım ve ailece yaptık. İstanbuldan aldığım ürünün içinden puzzletamamlandıktan ve çerçeveye konmadan önce yüzeye sürülen
4122,0.0,Çok kötü. Kitap bile demeye dilim varmıyor. Zaten çoğu şeyi bilindiği gibi alıntı.
